name,time,f,content,transmit,comment,praise,spiderTime
平凡人生的2013,14分钟前,iPhone客户端,阳光明媚，春光无限，日子却不是常态。有种温水煮青蛙的感觉…无奈、纠结、焦虑、恐慌…希望由大变小…疫情何处是尽头？盼望着正常的生活,转发,1,赞,2022-04-09
京报网_北京日报官方网站,14分钟前,360安全浏览器,【,1,2,赞,2022-04-09
59yangLl嗯,14分钟前,iPhone客户端,陪了我十几年的人,转发,评论,1,2022-04-09
蓝色玩纸,14分钟前,Redmi 10X 全芯超越,#2022年4月9日广东省新冠肺炎疫情情况#,转发,评论,1,2022-04-09
mmmmengyun,14分钟前,OPPO R9s,#疫情防控#,7,19,56,2022-04-09
只可强求自己,14分钟前,微博国际版,#南通疫情#,转发,评论,赞,2022-04-09
Anonymus_,14分钟前,iPad Pro,#上海疫情#,2,1,5,2022-04-09
大房东V,15分钟前,iPhone 13,上海疫情，单日依旧两万多,转发,评论,3,2022-04-09
叫我28小哥哥呐,15分钟前,HUAWEI Mate 30,个别上海人是真的娇贵,转发,4,5,2022-04-09
上海消防,15分钟前,微博 weibo.com,#上海拟再开展一次全员核酸#,1,评论,赞,2022-04-09
Yhthql,15分钟前,iPhone,#广州 疫情#,转发,评论,3,2022-04-09
咸鱼茄子金属喵,15分钟前,,老家疫情刚冒头我就给家里买了一箱防疫物资寄回去，现在疫情都快结束了东西还没送到家人手上……,转发,3,赞,2022-04-09
福州校园,15分钟前,小粥捡的iPhone 11,#福建学子加入广场舞群聊#,转发,评论,1,2022-04-09
九七式中战车,15分钟前,OPPO随光而变R17,#广州 疫情#,转发,评论,2,2022-04-09
网信天津,15分钟前,搜狗高速浏览器,#你好天津#,转发,评论,赞,2022-04-09
鱼寒,15分钟前,搜狗高速浏览器,上海：拟再开展一次全员核酸检测，将依据风险程度大小，按照“三区划分”原则，进行阶梯式管理。,转发,评论,赞,2022-04-09
洋浦政务,15分钟前,微博 weibo.com,儋州市那大镇主城区核酸检测温馨提醒,转发,评论,赞,2022-04-09
橘香乌龙,15分钟前,,#广州 疫情#,转发,1,4,2022-04-09
新浪辽宁,15分钟前,iPhone 12,#喜迎二十大 辽宁在行动#,1,评论,赞,2022-04-09
StanZeng,15分钟前,iPhone客户端,一早起来喜提14+7,转发,评论,赞,2022-04-09
,,,,,,,2022-04-09
这片海的蓝天,15分钟前,HUAWEI P20 Pro,疫情扰乱了人们工作生活的步伐和节奏，不少网友出现了情绪和思想上的波动。怎么办？,转发,评论,赞,2022-04-09
人民公安报,15分钟前,微博视频号,#疫情当前 警察不退#,转发,评论,赞,2022-04-09
LSDN的闺蜜粉,15分钟前,iPhone客户端,现在我特别期待疫情过去以后赶紧买个大冰箱，装满山姆店买的羊肉牛肉排骨鳕鱼虾仁鸡米花大桶冰激凌猪肉玉米馅饺子花生馅黑芝麻馅汤圆…,转发,评论,赞,2022-04-09
秘密小熊基地,15分钟前,真我GT Neo2,#南师大疫情#,转发,评论,5,2022-04-09
圓咚咚的刺,16分钟前,iPhone客户端,距离上一次发wb十多天了,转发,1,2,2022-04-09
历史课课代表,16分钟前,nova 8 SE 活力版,“学校为留学生过生日？”上海普陀，某高校内发生了令人气愤的一幕，现在疫情这么严重，大家都在居家隔离，万万没想到，该校住校教师竟让大家聚集在一起，给留学生过生日。,1,1,1,2022-04-09
爬墙超A,16分钟前,荣耀X20,想想还是生气，做人还是要留点口德，疫情当前自顾不暇，我本来也不觉得在我们这个封控区当志愿者是一件高尚的事，也没有想得到回报，如此艰难的环境下，只是想帮帮忙，搞得谁心里不害怕一样，爬着充满消毒液味道的楼道，我真的是大写的一个服字 ​,转发,评论,赞,2022-04-09
印象张家口,16分钟前,OPPO Reno5 5G,#张家口生活#,转发,评论,赞,2022-04-09
皮青正,16分钟前,,健康时报,转发,评论,1,2022-04-09
九界刀铺-,16分钟前,微博国际版,那个六人团帮扶老外的事儿，现在推一个小孩出来就很离谱。这件事说白了，老百姓为什么生气，就是因为不患寡而患不均。一个外国成年男性，有稳定收入不被疫情影响的工作，无基础疾病，哪怕语言不通（甚至他还会用汉语发朋友圈）他都没资格让六个志愿者给他成立单独帮扶小组。如果拍的照片是志愿者给外国 ​,转发,1,1,2022-04-09
牛骑士,16分钟前,新版微博 weibo.com,清早醒来，看到两则重磅消息或对下周A股带来变化影响，给大家一个提醒：,转发,评论,61,2022-04-09
啊我超困,16分钟前,iPad客户端,#上海新增本土确诊1015例无症状22609例#,1,1,6,2022-04-09
应如是R,16分钟前,行成于思的iPhone客户端,#上海新增本土确诊1015例无症状22609例#,转发,评论,3,2022-04-09
馮凡妃凤飞,16分钟前,vivo T1x,中国的防疫政策，虽然严格，但是从整体上保障了所有平民百姓的生活稳定，那便是疫情会很快得到控制，不会因为收入低而染疫得不到救治面临生命危险，富人与平民的待遇是一样的，大家的生命都会得到尊重。,转发,评论,赞,2022-04-09
不洗澡的鱼,16分钟前,阿姨送的iPhone 12,2500w人每天睁开眼就要吃饭  家里还有老人、小孩、病人、动物的等等特殊情况的    一旦各种物资供应不上  造成严重次生灾害,转发,评论,10,2022-04-09
深扒王,17分钟前 转赞人数超过100,,#当海外粉丝在肖战专访听到了自己#,转发,13,177,2022-04-09
Reds_In_Shanghai_寒羽,16分钟前,宋朝的HarmonyOS设备,现在这个问题确实很现实，哪怕这次疫情过了之后，怎么办？,2,11,赞,2022-04-09
财经女侠云疏,16分钟前,,2022年第一季度IPO,转发,评论,246,2022-04-09
秦州城区交警,16分钟前,新版微博 weibo.com,秦州城区交警紧急救助病人入院治疗,转发,评论,赞,2022-04-09
社会日常生活,16分钟前,iPhone 12 Pro Max,#花影摇曳的春日故宫#,3,11,510,2022-04-09
,,,,,,,2022-04-09
寻味长春,17分钟前,微博视频号,#疫情宅家减脂餐分享#,2,1,1,2022-04-09
丨李皮皮很皮丨,17分钟前,iPhone客户端,因为疫情不能去学校，现在天气热了，在家里没什么衣服穿，两三天一洗（仅有的几套衣服轮着穿），但我自认为穿的还是干净、得体的，就是比较休闲（黑色运动裤、浅蓝色衬衫、灰色外套）。但是我爸一直在diss我的穿着，特别是浅蓝色衬衫，说丑、老气，他们那个年纪都不会穿，只有我爷爷奶奶那个年纪的才会 ​,转发,评论,赞,2022-04-09
泉州台商投资区,17分钟前,OPPO Reno5 5G,【人民网评论丨有力度、有温度，泉州战“疫”现曙光】眼下的福建泉州，“轻舟已过万重山”。,转发,评论,赞,2022-04-09
广州天气,18分钟前 转赞人数超过30,微博视频号,假如→假如突然接到通知要被隔离，那应该带那些物品？,21,15,30,2022-04-09
老抛,17分钟前,新版微博 weibo.com,长春本轮疫情的数据统计：每日新增阳性（当日确诊+当日无症状-当日无症状转确诊），累计阳性病例。 2022.03.04-2022.04.08（病例统计日期， 比公布日期晚一天） ​3月12日开始，长春统计野生病例已经没有意义，所以不统计长春的野生病例。长春市公告的累计病例数和逐日数据经常对不上。从国家公告上看 ​,转发,评论,赞,2022-04-09
吕阿仓,17分钟前,iPhone客户端,今早又有人进楼了，开门后是发抗原测试的，这次发了四个，说是一天之内要测两次，上午一次，下午一次。,转发,评论,2,2022-04-09
浙江之声,17分钟前,iPhone客户端,【“挡刀女孩”崔译文又当起了防疫志愿者】今天上午，宁波市鄞州区对重点区域开展核酸检测。在鄞州区东柳街道月季社区，全国道德模范、“挡刀女孩”崔译文身披志愿者红马甲，为前来采样的市民答疑解惑、维护排队秩序。她说：“早上我下楼做核酸，看到志愿者人比较少，比较缺人，我说那我来，就来当志愿 ​,转发,评论,1,2022-04-09
海南交通广播,17分钟前,搜狗高速浏览器,【即日起，三亚12345增设生活必需品保供服务专线】根据三亚市新型冠状病毒肺炎疫情防控工作指挥部关于做好新冠肺炎疫情防控生活必需品应急调配工作的通知，即日起，三亚市12345政府服务热线在加大力量确保5号键疫情防控专线接线服务的基础上，增设24小时保供服务专席（88695035），受理群众反映的生活 ​,转发,评论,赞,2022-04-09
确实是个俗人,17分钟前,微博国际版,#南昌疫情#,1,评论,5,2022-04-09
南栀叶,17分钟前,🦊＆🐝Android,#广州 疫情#,转发,1,2,2022-04-09
盐田发布,17分钟前,nova6 5G自拍大不一样,【“战疫”平常心 发现一起就扑灭一起！| 速观察】“动态清零”，不追求绝对零感染，而是快速、精准，立足抓早、抓小、抓基础，发现一起就扑灭一起，守住不出现疫情规模性反弹的底线。,转发,1,赞,2022-04-09
我也叫李墨染啊,17分钟前,iQOO Z1 5G性能先锋,这个时候基本上都能吃上饭了，别讲好歹能吃饱就行。现在最大的问题还是医疗这块，普通药品也还好，就是看病太麻烦，120太忙叫不来，自己出去不方便，好不容易送到医院，回去又是个问题。疫情赶紧结束，让我姐赶紧回郑州，郑州医院也没限制，医疗水平也比咱这好太多。连续值班的第19天，之所以不请假就 ​,转发,评论,赞,2022-04-09
娱乐每日专用,18分钟前 转赞人数超过10,iPhone 12,#黄渤梅婷新剧剧组致歉#,20,20,20,2022-04-09
绿色蒲江,17分钟前,360安全浏览器,#蒲江新闻#,转发,评论,赞,2022-04-09
老河口市融媒体中心,17分钟前,nova7你在焦点在,襄阳市新型冠状病毒肺炎疫情通报（809),转发,评论,赞,2022-04-09
IbaraMayaka_,17分钟前,💛的iPhone 12 Pro Max,#广州 疫情#,1,3,5,2022-04-09
宁津公安,17分钟前,宁津公安iPhone客户端,湖北已经“鄂”住疫情，安徽已经“皖”美收官,转发,评论,2,2022-04-09
午夜沉入海底,18分钟前,iPhone客户端,每天打开微博首页都会哭，哭民生疾苦，哭吃不上饭的人，哭去上海看病疫情封控流落街头的步履蹒跚的老人，哭在医院门口无法让自己的家人进去看病无力瘫坐的中年男人，哭在酒店发病没有及时救助导致一个女儿失去爸爸，哭那个打赏外卖员200块被网暴跳楼的女士，哭那些看着无助的人民满脸冷漠奉行官宦性条 ​,转发,评论,1,2022-04-09
鲍迪克,18分钟前,360安全浏览器,【上海真这么差吗？】上海疫情数据创了记录，舆情也创了两个记录；,1,19,11,2022-04-09
,,,,,,,2022-04-09
林林总总子,18分钟前,iPhone客户端,#广州疫情#,转发,4,3,2022-04-09
骨科袁锋,18分钟前,,#上海新增本土确诊1015例无症状22609例#,转发,评论,5,2022-04-09
麒麟神侯,19分钟前 转赞人数超过400,旷世麒财HarmonyOS设备,#上海新增本土确诊1015例无症状22609例#,10,45,731,2022-04-09
贤韵奉浦,18分钟前,新版微博 weibo.com,【深夜“花式”秀床大赛，其实，他们只想睡个好觉】,转发,评论,1,2022-04-09
海口锦鲤,18分钟前,iPhone 13 Pro Max,#海口抗疫公益在行动#,转发,评论,赞,2022-04-09
AprilYL_04,18分钟前,,疫情下的暖与善，真的很感动了，感谢所有人的帮助和付出，感谢河南,转发,评论,赞,2022-04-09
健康资阳官微,18分钟前,小米9,2022年4月8日资阳市新型冠状病毒肺炎疫情情况：,转发,评论,赞,2022-04-09
海南国际旅游岛之声,18分钟前,新版微博 weibo.com,#1038在播报#,转发,评论,赞,2022-04-09
江西发布,18分钟前,微博视频号,【央视《新闻联播》报道：抗原检测试剂在南昌投入使用 对重点人群快检初筛】,转发,评论,1,2022-04-09
E子--,18分钟前,微博小程序,疫情下各行各业都很难，实体不用说，冲击最大，我们深圳小区楼下的海底捞算生意好的了，但是都永久性关闭了，前段时间给姐姐报了一个思科英语99元6节体验课，上了一次就没有动静了，老师说教育局因为疫情要求停课，现在所有线下机构都是停课状态，问题是珠海这边现在并没有疫情啊，姐姐还报了一个体智+ ​,转发,评论,赞,2022-04-09
剧贫道,18分钟前,,4月8日，深圳，网传黄渤梅婷在深圳一小区拍戏，因剧组人多，小区内部分业主因担心疫情风险，驱赶摄制组。物业称，4月7日剧组在小区拍摄了半天时间，已确认不会再到小区拍摄。,65,评论,12,2022-04-09
直播海南,18分钟前,新版微博 weibo.com,【关于继续关停海口市部分经营性密闭场所的通告】鉴于当前我市疫情防控工作需要，为有效控制和降低疫情传播风险，保障人民群众身体健康和生命安全，根据《关于暂时关停海口市经营性密闭场所的通告》，我市决定继续关停KTV、棋牌室、电影院、剧院、网吧、书吧、歌厅、酒吧、剧本杀、密室逃脱、室内图书 ​,转发,评论,赞,2022-04-09
滨州文旅,19分钟前,搜狗高速浏览器,【,转发,评论,赞,2022-04-09
淮南公安在线,19分钟前,微博视频号,#皖警战疫#,转发,评论,1,2022-04-09
寻笳吟喜欢碎碎念,19分钟前,iPhone客户端,以后不再嫌弃人山人海，因为那样才是国泰民安。      这次疫情让我看到了人生百态。每个人做好力所能及的事情，与前方的战士并肩而行。,转发,评论,2,2022-04-09
月球上信号不好,19分钟前,小米11,一刀切切nmlgb走流程走nmlgb,转发,评论,1,2022-04-09
空灵系,19分钟前,上海抗疫求助超话,,1,4,5,2022-04-09
心平气和不发脾气,19分钟前,iPhone客户端,跟我们小区一样一样的。阳性的直接只通知到本人，全靠别人自觉了。阳性封控楼没人看管，随意进出，还一起下楼做核酸。看来上海从上层别有用心开始，到下层没文化的大爷大妈治理各个街道，都快把上海整完蛋了。外省市只能靠自己查严点，严防上海出来投毒的，自求多福吧,转发,评论,2,2022-04-09
hellooootime,19分钟前,iPhone 13 Pro Max,其实现在挺庆幸家人都生活在三四线城市的，没有小到基础设施不完善，身边围绕的都是可以鼎力相助的亲戚朋友。,转发,3,6,2022-04-09
绿色蒲江,19分钟前,360安全浏览器,#蒲江新闻#,转发,评论,赞,2022-04-09
,,,,,,,2022-04-09
打地基的小鲨鱼,19分钟前,iPhone 13,#上海将进行三区阶梯式管理#,转发,评论,15,2022-04-09
镇江发布,19分钟前,微博 weibo.com,【镇江召开疫情防控专题会议】4月8日上午，我市召开疫情防控专题会议，分析研判当前疫情防控形势，落实好驻镇高校疫情防控措施保障，筑牢校园疫情防控安全屏障。副市长殷敏出席会议并讲话。 ​,转发,评论,1,2022-04-09
南海发布,19分钟前,微博 weibo.com,#抗击新冠疫情 南海在行动#,转发,评论,赞,2022-04-09
雨后的小蚯蚓,19分钟前,小米11 Pro,论区块链技术在疫情中的新作用,转发,评论,赞,2022-04-09
无人知道我在这里,19分钟前,HUAWEI P30,#上海新增本土确诊1015例无症状22609例#,转发,1,9,2022-04-09
硬气小狗,19分钟前,,自疫情开始以来真的有点对我们学校改观，有牛奶有蛋有菜有肉有开到宿舍里的移动超市有发的自嗨锅当夜宵，怕学生无聊举办了数不清的线上活动，怕学生憋得慌还会包车送去学校放风两个小时，甚至真的会关注到少数群体的需求，在这个学校对精神病避之不及的时代提出可以帮忙买药…感觉已经赢过了所有学校。 ​,1,评论,赞,2022-04-09
三亚发布,20分钟前,微博 weibo.com,#三亚发布 私信我留电话#,3,4,5,2022-04-09
玫红色-蔷薇,20分钟前,德州同城超话,,转发,6,8,2022-04-09
赣州文文利,20分钟前,微博 weibo.com,战争、疫情、通胀、制裁、冻结、没收等一系列事件交织一起，似乎还没完没了，确实让人深感焦虑和慌恐，对资本市场的影响是肯定的，还不是一般的小，加上一大批公司高企的估值和外资内资的持续流出，似乎也看不到能推动市场持续性涨势的突破口。白酒吸金，巨额的资金仍醉在其中不舍离去，其实吧，除了茅 ​,转发,评论,赞,2022-04-09
不吃鱼yyyyyyyy,20分钟前,点评,#广州 疫情#,2,评论,8,2022-04-09
翻转东京在日本,21分钟前 转赞人数超过20,日本超话,#v光计划#,23,11,20,2022-04-09
讲逻辑做投资,20分钟前,HUAWEI Mate 40 Pro,政策举措要靠前发力、适时加力，已出台的要尽快落实到位，明确拟推出的尽量提前，同时研究准备新的预案,1,评论,2,2022-04-09
小鹿不能呼吸,20分钟前,微博国际版,信息被封锁，限流，求助贴被封号，但他们没有食物啊，生病的人在家奄奄一息，我真的不知道还有什么办法能帮到这些人，这些鲜活的生命！就算我人微言轻，但如果我有能力，我绝对不会放任不管别人死活，如果我有能力，我一定会去尽力让大家吃得到东西，可是，我却只是一个学生，我没有能力，我没有钱，没 ​,转发,2,赞,2022-04-09
广州交通电台,20分钟前,微博 weibo.com,【广州市发布第32号通告 白云区和越秀区部分区域设立封控管控区】广州市新型冠状病毒肺炎疫情防控指挥部发布第32号通告。根据疫情防控工作需要，决定自2022年4月9日起，对全市部分区域实施分级分类防控措施。现将具体事项通告如下：,2,评论,8,2022-04-09
辣评娱乐圈,20分钟前,微博视频号,#黄渤梅婷新剧剧组致歉#,369,363,693,2022-04-09
有无限热情,20分钟前,iPhone 11,某些上海人 能不能别乱跑了 我管你是收钱没收钱 是不是间谍  其他城市前几年疫情小爆发的时候也没有到处乱跑祸害全国吧  不知道哪个sb把广州九个区跑遍了,转发,4,8,2022-04-09
ZJY金,20分钟前,iPhone客户端,#广州 疫情#,转发,1,3,2022-04-09
新都资讯,20分钟前,微博视频号,【太有才！,转发,评论,赞,2022-04-09
新浪四川,21分钟前,微博极速版,【,3,6,12,2022-04-09
孔祥東XiangdongKong,21分钟前,iPhone 13 Pro Max(石墨色),第五次自我抗原檢測,转发,评论,2,2022-04-09
,,,,,,,2022-04-09
N视频,22分钟前 转赞人数超过1000,微博视频号,#广州 疫情#,36,93,1310,2022-04-09
小莉帮忙,21分钟前,小莉帮忙超话,#大象热线#,转发,评论,赞,2022-04-09
毛丹青,22分钟前 转赞人数超过10,iPhone 12 Pro Max,日推上的这图亮了。,3,5,26,2022-04-09
勤奋哥,23分钟前 转赞人数超过20,微博视频号,4月7日，上海宝山区月浦镇通过某公司为居民购买蔬菜“抗疫大礼包”，居民收到后却发现，蔬菜上贴有“抗疫捐赠物资”之类的标签！居民和网友严重质疑——有人将外地捐赠给上海的蔬菜等物资，暗地里拿来出售牟利？？？,9,4,25,2022-04-09
放不下心中那一份真情,22分钟前,搜狗高速浏览器,关于此次疫情   一阐提对上海人民的祸害的 补偿方案 讲一下   等这一波疫情过后  就是一阐提死后 还有 半个月的时间   每户将拿到 不低于1万元的生活补助  按户籍分配  外来户口每人1000元   抢到菜的 拿着交易记录 去社区报销 政府将按照 价格的两倍报销  并且每人可以拿到 500元的补助  没抢到菜的  ​,转发,评论,赞,2022-04-09
银川广播电视网,22分钟前,微博视频号,【社区疫情防控，银川有你真好！】,转发,评论,赞,2022-04-09
粤事情报站,25分钟前 转赞人数超过10,微博 weibo.com,【突然被通知隔离，需要准备些什么物品呢？这份清单请收好→】假如突然接到被隔离的通知，一时间不知道准备些什么物品？我们为大家整理了一份,6,评论,6,2022-04-09
新浪厦门,25分钟前 转赞人数超过10,微博视频号,【,8,6,12,2022-04-09
隔壁老王带你笑,25分钟前,iPhone客户端,疫情期间不好买菜，男子钓到大鱼后却选择放生：因为它肚子里有很多鱼籽。,转发,评论,赞,2022-04-09
未来网,25分钟前,,#安徽5000余医护人员4255吨物资驰援上海#,6,8,219,2022-04-09
阿发-穿线师,26分钟前,iPhone,魔都的疫情……,转发,1,赞,2022-04-09
姜来姜姜姜姜,27分钟前 转赞人数超过20,iPhone 12 Pro,《再见 最后的上海》,3,11,28,2022-04-09
杨柳青青林春增,28分钟前 转赞人数超过10,杨柳青青林春增超话,,4,评论,12,2022-04-09
小白杨要快乐呀,28分钟前,iPhone 12(白色),60块盲盒八斤到了 真心不错,转发,1,1,2022-04-09
南昌发布,28分钟前,微博 weibo.com,#疫情防控江西在行动#,转发,评论,赞,2022-04-09
北方新报,29分钟前,微博视频号,【如何正确保存蔬菜？这份指南请收好】疫情原因，不少市民居家隔离不能出门，开启了囤菜模式。叶子菜、根茎菜、果蔬菜、菌菇、调味菜，这五类菜该如何保存？这份指南请收好。,转发,评论,赞,2022-04-09
Hommie琢磨,30分钟前 转赞人数超过100,iPhone客户端,#无锡106#,12,22,275,2022-04-09
宝贝予甜,30分钟前 转赞人数超过100,日常超话,Aᴘʀɪʟ.9,转发,20,144,2022-04-09
北方新报,30分钟前,微博视频号,【,转发,评论,赞,2022-04-09
,,,,,,,2022-04-09
一碗荤豆花,31分钟前 转赞人数超过1400,,#江苏宿迁一学校123名师生感染新冠#,46,75,1818,2022-04-09
长春西门大官人,32分钟前 转赞人数超过100,微博视频号,疫情期间，男子下楼溜达，不听支援民警劝阻，楼上居民看不下去了…,9,71,112,2022-04-09
福州火车站,31分钟前,微博视频号,【瞰见｜“吉林一号”卫星带你“云踏春”】因为疫情的原因我们未能畅快拥抱春天，但我们可以从卫星视角领略春色之美，“吉林一号”卫星从太空传回了一组祖国大地春日景色的卫星影像，跟随“吉林一号”“云踏春”。（视频来源：新华社）,转发,评论,赞,2022-04-09
界面新闻,32分钟前,微博 weibo.com,【上海将依据风险程度大小，按照三区划分原则阶梯式管理】为有效遏制疫情扩散蔓延，尽快实现社会面动态清零的目标，上海根据国家新冠疫情社区防控的有关规定，结合之前多轮筛查的情况，拟再开展一次全员核酸检测，根据检测结果分析研判，实施分区分级差异化防控，依据风险程度的大小，按照三区划分原则 ​,转发,1,4,2022-04-09
忍者冬眠,33分钟前 转赞人数超过10,iPhone客户端,我们的领居情绪是激动了，可是我们沟通一周未果。楼里不消毒，身着防护服的不进楼，反而三番两次让我们居民下楼使用电梯相互感染，提出方法不实用，不接电话或者挂断电话，我们真的没有办法了！,11,8,11,2022-04-09
济南时报,32分钟前,微博 weibo.com,【,转发,评论,3,2022-04-09
深圳商报,34分钟前,微博 weibo.com,【“战疫”平常心 发现一起就扑灭一起！| 速观察】周六早上，深圳发布每日疫情通报，4月8日0-24时，深圳新增1例新冠肺炎确诊病例，在社区筛查中发现。,转发,评论,赞,2022-04-09
蔡雅奇刑法,35分钟前 转赞人数超过100,微博国际版,省会城市基层法院法官助理投稿。,1,37,130,2022-04-09
三坊七巷官博,35分钟前,新版微博 weibo.com,【坊巷·花事| 人间四月芳菲尽，最美不过“四月雪”】坊巷内百年的流苏王，静静飘雪在四月的季节里。延伸苍穹的枝干，虬龙一般，蜿蜒在白墙灰瓦之上的远方。“一年春景莫错过，最是花开好看时。”拥抱春天，在三坊七巷收获一场心随花动。愿疫情终时，春光正好，花开正盛。,转发,评论,赞,2022-04-09
辽宁消防,35分钟前,微博视频号,#长春新增本土确诊150例#,1,4,5,2022-04-09
我苏特稿,37分钟前 转赞人数超过60,微博 weibo.com,【苏州市疫情防控2022年第93号通告】,9,26,77,2022-04-09
娱乐牛小妹,36分钟前,,大S的老公具俊晔又失业了！,135,23,39,2022-04-09
张浩昕,37分钟前 转赞人数超过4200,iPhone 12 Pro,晚上好 再晚就要早上了 还是晚上好吧,29,318,4420,2022-04-09
成都地铁运营,37分钟前,微博视频号,#成都生活#,转发,6,7,2022-04-09
天后收集员,38分钟前,张惠妹超话,【张惠妹演唱会】Day6 她得的金曲奖比我还多💥,转发,5,4,2022-04-09
经济观察报,38分钟前,,【,转发,5,2,2022-04-09
斗西,39分钟前 转赞人数超过30,iPhone 13 Pro Max,疫情爆发后，我妈三天两头给我电话，而我每天顾着抢菜和确保同事生活工作正常运转，有时没空回她，经常不耐烦的挂断电话。,1,18,61,2022-04-09
安徽发布,38分钟前,微博 weibo.com,#温馨提示#,转发,评论,赞,2022-04-09
青岛市文化和旅游局,38分钟前,新版微博 weibo.com,#青旅漫游 放肆生活#,1,评论,2,2022-04-09
,,,,,,,2022-04-09
嘉兴咖啡爸爸,38分钟前,微博 weibo.com,#嘉兴身边事#,1,5,4,2022-04-09
遇见福州,38分钟前,微博视频号,#小福分享#,转发,评论,1,2022-04-09
长沙警事,39分钟前,360安全浏览器,【,转发,评论,赞,2022-04-09
王语兮兮,39分钟前,王语兮兮超话,二战考研机械专硕调剂，好迷茫，转材料可以吗？有经验的大佬能不能指点一下,1,7,2,2022-04-09
一只淖尔猫,39分钟前,iPhone 11,是春也是夏🌿,转发,1,5,2022-04-09
柳州公安,40分钟前,微博视频号,【他们为“准妈妈”们护航】近日，浦东公安分局接连接到群众求助，孕妇临盆、羊水破裂......对此，浦东警方全力以赴，警医联动，开辟绿色通道，为这些“准妈妈们”保驾护航。,1,1,2,2022-04-09
鼎盛飞豹,42分钟前 转赞人数超过10,华为Mate40保时捷设计,三月全国主要发生疫情地区状况 ​,12,8,33,2022-04-09
山西共青团,41分钟前,,#山西疫情#,转发,1,1,2022-04-09
河北新闻哥,42分钟前 转赞人数超过800,iPhone 12 Pro Max,#4月8日河北新增本土确诊2例#,19,19,1390,2022-04-09
为有书香来,41分钟前,HUAWEI Mate 20,#长春新增本土确诊150例#,1,评论,6,2022-04-09
小偶可,43分钟前 转赞人数超过10,实习律师超话,,转发,评论,14,2022-04-09
东方网,44分钟前 转赞人数超过300,微博视频号,【直播回放 | 上海市新冠肺炎疫情防控新闻发布会】今天（4月9日）10:00，上海举行新冠肺炎疫情防控工作新闻发布会（第148场），邀请上海市副市长、市疫情防控工作领导小组副组长宗明，市卫生健康委主任邬惊雷，市商务委主任顾军，介绍上海疫情防控最新情况，一起关注！,16,82,370,2022-04-09
勤奋哥,44分钟前 转赞人数超过20,,举国援助之前，,9,8,32,2022-04-09
烧伤超人阿宝,47分钟前 转赞人数超过100,华为Mate30保时捷设计,上海新增感染中，未管控群体中发现的感染者始终处在高位不见回落。,28,92,378,2022-04-09
并不软的软喵子,48分钟前 转赞人数超过4000,iPhone客户端,我真的觉得情绪稳定的人很牛逼，其牛逼程度不比会赚钱的差。,377,378,4398,2022-04-09
南宁消防,51分钟前,南宁消防超话,【蓝姐姐抗疫手势舞】一起来和,转发,2,6,2022-04-09
意难平bot--,52分钟前 转赞人数超过80,🍓iPhone客户端,#和意难平的故事#,转发,17,84,2022-04-09
踏雪寻梅画卿颜,52分钟前 转赞人数超过1万,小米10,#华东师大回应为留学生过生日#,687,787,11226,2022-04-09
陈龙,53分钟前 转赞人数超过8100,iPhone 12 Pro Max,昨晚睡前又看了眼孩子写给我的纸条，谢谢！爸爸不是医生没有救死扶伤的本事，更没有保护上海的能力，但爸爸想你们知道人与人之间是需要团结互助的，有很多叔叔阿姨和爸爸一样心甘情愿的为社区为这座城市出一份力！让上海生病的是病毒🦠而不是被病毒感染的人和动物，他们是这次疫情的受害者是最需要医 ​,601,1211,8236,2022-04-09
宅数码Kael,56分钟前 转赞人数超过30,真我GT Neo3,#上海新增本土确诊824例无症状20398例#,7,25,33,2022-04-09
,,,,,,,2022-04-09
搁浅七里,57分钟前 转赞人数超过10,iPhone X,看邻居打牌（疫情版） ​,转发,6,12,2022-04-09
最后一支多巴胺,56分钟前,微博 weibo.com,现在有停尸间的医院不多，基本上都是直接拉入殡仪馆。疫情之前，也还存在拉回家办丧事的情况。现在，基本上没有了。 ​,转发,3,4,2022-04-09
小美doris,57分钟前,微博视频号,疫情下的阳朔人少的有点心疼 希望赶快恢复原状,转发,4,6,2022-04-09
钱报_嘉兴,58分钟前,iPhone客户端,#管窥上海#,转发,评论,赞,2022-04-09
清风中原,58分钟前,微博 weibo.com,#清风资讯#,1,2,赞,2022-04-09
