郑州市中原区教育局,不存在,郑州市中原区教育体育局,不存在,郑州市中原区教体局,不存在,中原区教育体育局,不存在,中原区教体局,不存在
郑州市二七区教育局,不存在,郑州市二七区教育体育局,不存在,郑州市二七区教体局,不存在,二七区教育体育局,不存在,二七区教体局,不存在
郑州市管城回族区教育局,不存在,郑州市管城回族区教育体育局,不存在,郑州市管城回族区教体局,不存在,管城回族区教育体育局,不存在,管城回族区教体局,不存在
郑州市金水区教育局,不存在,郑州市金水区教育体育局,不存在,郑州市金水区教体局,不存在,金水区教育体育局,不存在,金水区教体局,不存在
郑州市上街区教育局,不存在,郑州市上街区教育体育局,不存在,郑州市上街区教体局,不存在,上街区教育体育局,不存在,上街区教体局,不存在
郑州市惠济区教育局,不存在,郑州市惠济区教育体育局,不存在,郑州市惠济区教体局,不存在,惠济区教育体育局,不存在,惠济区教体局,不存在
郑州市中牟县教育局,不存在,郑州市中牟县教育体育局,不存在,郑州市中牟县教体局,不存在,中牟县教育体育局,不存在,中牟县教体局,不存在
郑州市巩义市教育局,不存在,郑州市巩义市教育体育局,不存在,郑州市巩义市教体局,不存在,巩义市教育体育局,不存在,巩义市教体局,不存在
郑州市荥阳市教育局,不存在,郑州市荥阳市教育体育局,不存在,郑州市荥阳市教体局,不存在,荥阳市教育体育局,不存在,荥阳市教体局,不存在
郑州市新密市教育局,不存在,郑州市新密市教育体育局,不存在,郑州市新密市教体局,不存在,新密市教育体育局,不存在,新密市教体局,不存在
郑州市新郑市教育局,不存在,郑州市新郑市教育体育局,不存在,郑州市新郑市教体局,不存在,新郑市教育体育局,不存在,新郑市教体局,不存在
郑州市登封市教育局,不存在,郑州市登封市教育体育局,不存在,郑州市登封市教体局,不存在,登封市教育体育局,不存在,登封市教体局,不存在
开封市龙亭区教育局,不存在,开封市龙亭区教育体育局,不存在,开封市龙亭区教体局,不存在,龙亭区教育体育局,存在,龙亭区教体局,不存在
开封市顺河回族区教育局,不存在,开封市顺河回族区教育体育局,不存在,开封市顺河回族区教体局,不存在,顺河回族区教育体育局,存在,顺河回族区教体局,不存在
开封市鼓楼区教育局,不存在,开封市鼓楼区教育体育局,存在,开封市鼓楼区教体局,不存在,鼓楼区教育体育局,不存在,鼓楼区教体局,不存在
开封市禹王台区教育局,不存在,开封市禹王台区教育体育局,存在,开封市禹王台区教体局,不存在,禹王台区教育体育局,不存在,禹王台区教体局,不存在
开封市祥符区教育局,不存在,开封市祥符区教育体育局,存在,开封市祥符区教体局,不存在,祥符区教育体育局,不存在,祥符区教体局,不存在
开封市杞县教育局,不存在,开封市杞县教育体育局,存在,开封市杞县教体局,不存在,杞县教育体育局,不存在,杞县教体局,不存在
开封市通许县教育局,不存在,开封市通许县教育体育局,存在,开封市通许县教体局,不存在,通许县教育体育局,不存在,通许县教体局,不存在
开封市尉氏县教育局,不存在,开封市尉氏县教育体育局,不存在,开封市尉氏县教体局,不存在,尉氏县教育体育局,存在,尉氏县教体局,不存在
开封市兰考县教育局,不存在,开封市兰考县教育体育局,不存在,开封市兰考县教体局,不存在,兰考县教育体育局,存在,兰考县教体局,不存在
洛阳市老城区教育局,不存在,洛阳市老城区教育体育局,不存在,洛阳市老城区教体局,不存在,老城区教育体育局,不存在,老城区教体局,不存在
洛阳市西工区教育局,不存在,洛阳市西工区教育体育局,存在,洛阳市西工区教体局,不存在,西工区教育体育局,不存在,西工区教体局,不存在
洛阳市e河回族区教育局,不存在,洛阳市e河回族区教育体育局,不存在,洛阳市e河回族区教体局,不存在,e河回族区教育体育局,不存在,e河回族区教体局,不存在
洛阳市涧西区教育局,不存在,洛阳市涧西区教育体育局,不存在,洛阳市涧西区教体局,不存在,涧西区教育体育局,不存在,涧西区教体局,不存在
洛阳市吉利区教育局,存在,洛阳市吉利区教育体育局,不存在,洛阳市吉利区教体局,不存在,吉利区教育体育局,不存在,吉利区教体局,不存在
洛阳市洛龙区教育局,不存在,洛阳市洛龙区教育体育局,不存在,洛阳市洛龙区教体局,不存在,洛龙区教育体育局,不存在,洛龙区教体局,不存在
洛阳市孟津县教育局,不存在,洛阳市孟津县教育体育局,不存在,洛阳市孟津县教体局,不存在,孟津县教育体育局,不存在,孟津县教体局,不存在
洛阳市新安县教育局,不存在,洛阳市新安县教育体育局,不存在,洛阳市新安县教体局,不存在,新安县教育体育局,不存在,新安县教体局,不存在
洛阳市栾川县教育局,不存在,洛阳市栾川县教育体育局,不存在,洛阳市栾川县教体局,不存在,栾川县教育体育局,存在,栾川县教体局,不存在
洛阳市嵩县教育局,不存在,洛阳市嵩县教育体育局,不存在,洛阳市嵩县教体局,不存在,嵩县教育体育局,不存在,嵩县教体局,不存在
洛阳市汝阳县教育局,不存在,洛阳市汝阳县教育体育局,不存在,洛阳市汝阳县教体局,不存在,汝阳县教育体育局,不存在,汝阳县教体局,不存在
洛阳市宜阳县教育局,不存在,洛阳市宜阳县教育体育局,不存在,洛阳市宜阳县教体局,不存在,宜阳县教育体育局,不存在,宜阳县教体局,不存在
洛阳市洛宁县教育局,不存在,洛阳市洛宁县教育体育局,不存在,洛阳市洛宁县教体局,不存在,洛宁县教育体育局,存在,洛宁县教体局,不存在
洛阳市伊川县教育局,不存在,洛阳市伊川县教育体育局,不存在,洛阳市伊川县教体局,不存在,伊川县教育体育局,不存在,伊川县教体局,不存在
洛阳市偃师市教育局,不存在,洛阳市偃师市教育体育局,不存在,洛阳市偃师市教体局,不存在,偃师市教育体育局,不存在,偃师市教体局,不存在
平顶山市新华区教育局,不存在,平顶山市新华区教育体育局,不存在,平顶山市新华区教体局,不存在,新华区教育体育局,不存在,新华区教体局,不存在
平顶山市卫东区教育局,不存在,平顶山市卫东区教育体育局,不存在,平顶山市卫东区教体局,不存在,卫东区教育体育局,不存在,卫东区教体局,不存在
平顶山市石龙区教育局,不存在,平顶山市石龙区教育体育局,不存在,平顶山市石龙区教体局,不存在,石龙区教育体育局,不存在,石龙区教体局,不存在
平顶山市湛河区教育局,不存在,平顶山市湛河区教育体育局,不存在,平顶山市湛河区教体局,不存在,湛河区教育体育局,不存在,湛河区教体局,不存在
平顶山市宝丰县教育局,不存在,平顶山市宝丰县教育体育局,不存在,平顶山市宝丰县教体局,不存在,宝丰县教育体育局,存在,宝丰县教体局,不存在
平顶山市叶县教育局,不存在,平顶山市叶县教育体育局,不存在,平顶山市叶县教体局,不存在,叶县教育体育局,不存在,叶县教体局,不存在
平顶山市鲁山县教育局,不存在,平顶山市鲁山县教育体育局,不存在,平顶山市鲁山县教体局,不存在,鲁山县教育体育局,存在,鲁山县教体局,不存在
平顶山市郏县教育局,不存在,平顶山市郏县教育体育局,不存在,平顶山市郏县教体局,不存在,郏县教育体育局,存在,郏县教体局,不存在
平顶山市舞钢市教育局,不存在,平顶山市舞钢市教育体育局,不存在,平顶山市舞钢市教体局,不存在,舞钢市教育体育局,不存在,舞钢市教体局,不存在
平顶山市汝州市教育局,不存在,平顶山市汝州市教育体育局,不存在,平顶山市汝州市教体局,不存在,汝州市教育体育局,不存在,汝州市教体局,存在
安阳市文峰区教育局,存在,安阳市文峰区教育体育局,不存在,安阳市文峰区教体局,不存在,文峰区教育体育局,不存在,文峰区教体局,不存在
安阳市北关区教育局,不存在,安阳市北关区教育体育局,不存在,安阳市北关区教体局,不存在,北关区教育体育局,不存在,北关区教体局,不存在
安阳市殷都区教育局,不存在,安阳市殷都区教育体育局,不存在,安阳市殷都区教体局,不存在,殷都区教育体育局,不存在,殷都区教体局,不存在
安阳市龙安区教育局,不存在,安阳市龙安区教育体育局,不存在,安阳市龙安区教体局,不存在,龙安区教育体育局,不存在,龙安区教体局,不存在
安阳市安阳县教育局,不存在,安阳市安阳县教育体育局,不存在,安阳市安阳县教体局,不存在,安阳县教育体育局,不存在,安阳县教体局,不存在
安阳市汤阴县教育局,不存在,安阳市汤阴县教育体育局,不存在,安阳市汤阴县教体局,不存在,汤阴县教育体育局,不存在,汤阴县教体局,不存在
安阳市滑县教育局,不存在,安阳市滑县教育体育局,不存在,安阳市滑县教体局,不存在,滑县教育体育局,不存在,滑县教体局,不存在
安阳市内黄县教育局,不存在,安阳市内黄县教育体育局,不存在,安阳市内黄县教体局,不存在,内黄县教育体育局,不存在,内黄县教体局,不存在
安阳市林州市教育局,不存在,安阳市林州市教育体育局,不存在,安阳市林州市教体局,不存在,林州市教育体育局,存在,林州市教体局,不存在
鹤壁市鹤山区教育局,不存在,鹤壁市鹤山区教育体育局,不存在,鹤壁市鹤山区教体局,不存在,鹤山区教育体育局,不存在,鹤山区教体局,不存在
鹤壁市山城区教育局,不存在,鹤壁市山城区教育体育局,不存在,鹤壁市山城区教体局,不存在,山城区教育体育局,不存在,山城区教体局,不存在
鹤壁市淇滨区教育局,不存在,鹤壁市淇滨区教育体育局,不存在,鹤壁市淇滨区教体局,不存在,淇滨区教育体育局,不存在,淇滨区教体局,不存在
鹤壁市浚县教育局,不存在,鹤壁市浚县教育体育局,不存在,鹤壁市浚县教体局,不存在,浚县教育体育局,不存在,浚县教体局,不存在
鹤壁市淇县教育局,不存在,鹤壁市淇县教育体育局,不存在,鹤壁市淇县教体局,不存在,淇县教育体育局,不存在,淇县教体局,不存在
新乡市红旗区教育局,不存在,新乡市红旗区教育体育局,不存在,新乡市红旗区教体局,不存在,红旗区教育体育局,不存在,红旗区教体局,不存在
新乡市卫滨区教育局,不存在,新乡市卫滨区教育体育局,不存在,新乡市卫滨区教体局,不存在,卫滨区教育体育局,不存在,卫滨区教体局,不存在
新乡市凤泉区教育局,不存在,新乡市凤泉区教育体育局,存在,新乡市凤泉区教体局,不存在,凤泉区教育体育局,不存在,凤泉区教体局,不存在
新乡市牧野区教育局,不存在,新乡市牧野区教育体育局,不存在,新乡市牧野区教体局,不存在,牧野区教育体育局,不存在,牧野区教体局,不存在
新乡市新乡县教育局,不存在,新乡市新乡县教育体育局,不存在,新乡市新乡县教体局,不存在,新乡县教育体育局,存在,新乡县教体局,不存在
新乡市获嘉县教育局,不存在,新乡市获嘉县教育体育局,不存在,新乡市获嘉县教体局,不存在,获嘉县教育体育局,存在,获嘉县教体局,不存在
新乡市原阳县教育局,不存在,新乡市原阳县教育体育局,不存在,新乡市原阳县教体局,不存在,原阳县教育体育局,不存在,原阳县教体局,不存在
新乡市延津县教育局,不存在,新乡市延津县教育体育局,不存在,新乡市延津县教体局,不存在,延津县教育体育局,不存在,延津县教体局,存在
新乡市封丘县教育局,不存在,新乡市封丘县教育体育局,不存在,新乡市封丘县教体局,不存在,封丘县教育体育局,存在,封丘县教体局,不存在
新乡市长垣县教育局,不存在,新乡市长垣县教育体育局,不存在,新乡市长垣县教体局,不存在,长垣县教育体育局,不存在,长垣县教体局,不存在
新乡市卫辉市教育局,不存在,新乡市卫辉市教育体育局,不存在,新乡市卫辉市教体局,不存在,卫辉市教育体育局,不存在,卫辉市教体局,不存在
新乡市辉县市教育局,不存在,新乡市辉县市教育体育局,不存在,新乡市辉县市教体局,不存在,辉县市教育体育局,不存在,辉县市教体局,不存在
焦作市解放区教育局,不存在,焦作市解放区教育体育局,不存在,焦作市解放区教体局,不存在,解放区教育体育局,不存在,解放区教体局,不存在
焦作市中站区教育局,不存在,焦作市中站区教育体育局,不存在,焦作市中站区教体局,不存在,中站区教育体育局,不存在,中站区教体局,不存在
焦作市马村区教育局,不存在,焦作市马村区教育体育局,不存在,焦作市马村区教体局,不存在,马村区教育体育局,不存在,马村区教体局,不存在
焦作市山阳区教育局,不存在,焦作市山阳区教育体育局,不存在,焦作市山阳区教体局,不存在,山阳区教育体育局,不存在,山阳区教体局,不存在
焦作市修武县教育局,不存在,焦作市修武县教育体育局,不存在,焦作市修武县教体局,不存在,修武县教育体育局,不存在,修武县教体局,不存在
焦作市博爱县教育局,不存在,焦作市博爱县教育体育局,不存在,焦作市博爱县教体局,不存在,博爱县教育体育局,不存在,博爱县教体局,不存在
焦作市武陟县教育局,不存在,焦作市武陟县教育体育局,不存在,焦作市武陟县教体局,不存在,武陟县教育体育局,不存在,武陟县教体局,不存在
焦作市温县教育局,不存在,焦作市温县教育体育局,不存在,焦作市温县教体局,不存在,温县教育体育局,不存在,温县教体局,不存在
焦作市沁阳市教育局,不存在,焦作市沁阳市教育体育局,不存在,焦作市沁阳市教体局,不存在,沁阳市教育体育局,不存在,沁阳市教体局,不存在
焦作市孟州市教育局,不存在,焦作市孟州市教育体育局,不存在,焦作市孟州市教体局,不存在,孟州市教育体育局,不存在,孟州市教体局,不存在
濮阳市华龙区教育局,存在,濮阳市华龙区教育体育局,不存在,濮阳市华龙区教体局,不存在,华龙区教育体育局,不存在,华龙区教体局,不存在
濮阳市清丰县教育局,不存在,濮阳市清丰县教育体育局,不存在,濮阳市清丰县教体局,不存在,清丰县教育体育局,不存在,清丰县教体局,不存在
濮阳市南乐县教育局,不存在,濮阳市南乐县教育体育局,不存在,濮阳市南乐县教体局,不存在,南乐县教育体育局,不存在,南乐县教体局,不存在
濮阳市范县教育局,不存在,濮阳市范县教育体育局,不存在,濮阳市范县教体局,不存在,范县教育体育局,不存在,范县教体局,不存在
濮阳市台前县教育局,不存在,濮阳市台前县教育体育局,不存在,濮阳市台前县教体局,不存在,台前县教育体育局,不存在,台前县教体局,不存在
濮阳市濮阳县教育局,不存在,濮阳市濮阳县教育体育局,不存在,濮阳市濮阳县教体局,不存在,濮阳县教育体育局,不存在,濮阳县教体局,不存在
许昌市魏都区教育局,不存在,许昌市魏都区教育体育局,不存在,许昌市魏都区教体局,不存在,魏都区教育体育局,存在,魏都区教体局,不存在
许昌市建安区教育局,不存在,许昌市建安区教育体育局,不存在,许昌市建安区教体局,不存在,建安区教育体育局,不存在,建安区教体局,不存在
许昌市鄢陵县教育局,不存在,许昌市鄢陵县教育体育局,不存在,许昌市鄢陵县教体局,不存在,鄢陵县教育体育局,不存在,鄢陵县教体局,不存在
许昌市襄城县教育局,不存在,许昌市襄城县教育体育局,不存在,许昌市襄城县教体局,不存在,襄城县教育体育局,存在,襄城县教体局,不存在
许昌市禹州市教育局,不存在,许昌市禹州市教育体育局,不存在,许昌市禹州市教体局,不存在,禹州市教育体育局,不存在,禹州市教体局,不存在
许昌市长葛市教育局,不存在,许昌市长葛市教育体育局,不存在,许昌市长葛市教体局,不存在,长葛市教育体育局,不存在,长葛市教体局,不存在
漯河市源汇区教育局,不存在,漯河市源汇区教育体育局,不存在,漯河市源汇区教体局,不存在,源汇区教育体育局,不存在,源汇区教体局,不存在
漯河市郾城区教育局,存在,漯河市郾城区教育体育局,不存在,漯河市郾城区教体局,不存在,郾城区教育体育局,不存在,郾城区教体局,不存在
漯河市召陵区教育局,不存在,漯河市召陵区教育体育局,不存在,漯河市召陵区教体局,不存在,召陵区教育体育局,不存在,召陵区教体局,不存在
漯河市舞阳县教育局,不存在,漯河市舞阳县教育体育局,不存在,漯河市舞阳县教体局,不存在,舞阳县教育体育局,不存在,舞阳县教体局,不存在
漯河市临颍县教育局,不存在,漯河市临颍县教育体育局,不存在,漯河市临颍县教体局,不存在,临颍县教育体育局,不存在,临颍县教体局,不存在
三门峡市湖滨区教育局,不存在,三门峡市湖滨区教育体育局,不存在,三门峡市湖滨区教体局,不存在,湖滨区教育体育局,不存在,湖滨区教体局,不存在
三门峡市陕州区教育局,不存在,三门峡市陕州区教育体育局,不存在,三门峡市陕州区教体局,不存在,陕州区教育体育局,不存在,陕州区教体局,不存在
三门峡市渑池县教育局,不存在,三门峡市渑池县教育体育局,不存在,三门峡市渑池县教体局,不存在,渑池县教育体育局,不存在,渑池县教体局,不存在
三门峡市卢氏县教育局,不存在,三门峡市卢氏县教育体育局,不存在,三门峡市卢氏县教体局,不存在,卢氏县教育体育局,不存在,卢氏县教体局,不存在
三门峡市义马市教育局,不存在,三门峡市义马市教育体育局,不存在,三门峡市义马市教体局,不存在,义马市教育体育局,不存在,义马市教体局,不存在
三门峡市灵宝市教育局,不存在,三门峡市灵宝市教育体育局,不存在,三门峡市灵宝市教体局,不存在,灵宝市教育体育局,不存在,灵宝市教体局,不存在
南阳市宛城区教育局,不存在,南阳市宛城区教育体育局,不存在,南阳市宛城区教体局,不存在,宛城区教育体育局,不存在,宛城区教体局,不存在
南阳市卧龙区教育局,不存在,南阳市卧龙区教育体育局,不存在,南阳市卧龙区教体局,不存在,卧龙区教育体育局,不存在,卧龙区教体局,不存在
南阳市南召县教育局,不存在,南阳市南召县教育体育局,不存在,南阳市南召县教体局,不存在,南召县教育体育局,存在,南召县教体局,不存在
南阳市方城县教育局,不存在,南阳市方城县教育体育局,不存在,南阳市方城县教体局,不存在,方城县教育体育局,存在,方城县教体局,不存在
南阳市西峡县教育局,不存在,南阳市西峡县教育体育局,不存在,南阳市西峡县教体局,不存在,西峡县教育体育局,不存在,西峡县教体局,不存在
南阳市镇平县教育局,不存在,南阳市镇平县教育体育局,不存在,南阳市镇平县教体局,不存在,镇平县教育体育局,不存在,镇平县教体局,不存在
南阳市内乡县教育局,不存在,南阳市内乡县教育体育局,不存在,南阳市内乡县教体局,不存在,内乡县教育体育局,不存在,内乡县教体局,不存在
南阳市淅川县教育局,不存在,南阳市淅川县教育体育局,不存在,南阳市淅川县教体局,不存在,淅川县教育体育局,不存在,淅川县教体局,不存在
南阳市社旗县教育局,不存在,南阳市社旗县教育体育局,不存在,南阳市社旗县教体局,不存在,社旗县教育体育局,不存在,社旗县教体局,不存在
南阳市唐河县教育局,不存在,南阳市唐河县教育体育局,不存在,南阳市唐河县教体局,不存在,唐河县教育体育局,存在,唐河县教体局,不存在
南阳市新野县教育局,不存在,南阳市新野县教育体育局,不存在,南阳市新野县教体局,不存在,新野县教育体育局,存在,新野县教体局,不存在
南阳市桐柏县教育局,不存在,南阳市桐柏县教育体育局,不存在,南阳市桐柏县教体局,不存在,桐柏县教育体育局,不存在,桐柏县教体局,不存在
南阳市邓州市教育局,不存在,南阳市邓州市教育体育局,不存在,南阳市邓州市教体局,不存在,邓州市教育体育局,不存在,邓州市教体局,存在
商丘市梁园区教育局,不存在,商丘市梁园区教育体育局,不存在,商丘市梁园区教体局,不存在,梁园区教育体育局,不存在,梁园区教体局,不存在
商丘市睢阳区教育局,不存在,商丘市睢阳区教育体育局,不存在,商丘市睢阳区教体局,不存在,睢阳区教育体育局,不存在,睢阳区教体局,不存在
商丘市民权县教育局,不存在,商丘市民权县教育体育局,不存在,商丘市民权县教体局,不存在,民权县教育体育局,不存在,民权县教体局,不存在
商丘市睢县教育局,不存在,商丘市睢县教育体育局,不存在,商丘市睢县教体局,不存在,睢县教育体育局,不存在,睢县教体局,不存在
商丘市宁陵县教育局,不存在,商丘市宁陵县教育体育局,不存在,商丘市宁陵县教体局,不存在,宁陵县教育体育局,不存在,宁陵县教体局,不存在
商丘市柘城县教育局,不存在,商丘市柘城县教育体育局,不存在,商丘市柘城县教体局,不存在,柘城县教育体育局,不存在,柘城县教体局,不存在
商丘市虞城县教育局,不存在,商丘市虞城县教育体育局,不存在,商丘市虞城县教体局,不存在,虞城县教育体育局,存在,虞城县教体局,不存在
商丘市夏邑县教育局,不存在,商丘市夏邑县教育体育局,不存在,商丘市夏邑县教体局,不存在,夏邑县教育体育局,不存在,夏邑县教体局,不存在
商丘市永城市教育局,不存在,商丘市永城市教育体育局,不存在,商丘市永城市教体局,不存在,永城市教育体育局,不存在,永城市教体局,不存在
信阳市负忧教育局,不存在,信阳市负忧教育体育局,不存在,信阳市负忧教体局,不存在,负忧教育体育局,不存在,负忧教体局,不存在
