数据分析师,鄂尔多斯市巴音孟克纳源煤炭有限责任公司,采掘/冶炼/矿产,5-6k,66000.0,鄂尔多斯,大专及以上,经验不限
数据分析工程师,芯视界(北京)科技有限公司,B轮,15-30k·13薪,292500.0,北京-海淀区,硕士及以上,经验不限
数据分析经理,润都股份,沪深A股上市,15-20k,210000.0,广州,本科及以上,5-10年
数据分析工程师,毕马威中国 KPMG China,专业服务,10-25k·13薪,227500.0,上海-静安区,本科及以上,经验不限
商业数据分析专家,轩天,房地产服务,20-30k,300000.0,上海-长宁区,硕士及以上,3-5年
数据分析专员(5VX2),博泰车联网,车联网,6-12k·13薪,117000.0,武汉-汉南区,本科及以上,3-5年
数据分析,伺动常客公共关系咨询(上海)有限公司,广告/市场/会展,10-16k,156000.0,上海-静安区,本科及以上,一年以下
速递-数据分析专员,递四方,D轮,8-13k,126000.0,深圳-福永,本科及以上,1-3年
经营数据分析岗,某养老保险股份有限公司,保险,10-15k·16薪,200000.0,上海-浦东新区,硕士及以上,经验不限
经营数据分析岗,国内知名金融企业,保险,10-15k·16薪,200000.0,上海,统招本科,3-5年
数据分析,上海寿全斋贸易有限公司,电子商务,20-30k,300000.0,上海-漕河泾,大专及以上,3-5年
高级CRM数据分析师/数据分析经理（SQL）,蓝色光标,沪深A股上市,8-15k,138000.0,上海-五里桥,本科及以上,5-10年
数据分析,全国前五券商公司,基金/证券/投资,20-30k·20薪,500000.0,南京,硕士及以上,5-10年
数据分析,某知名证券公司,互联网/电商,20-30k·20薪,500000.0,南京,硕士及以上,3-5年
数据分析专员,中企云链(北京)金融信息服务有限公司,互联网金融,5-7k·13薪,78000.0,天津-滨海新区,统招本科,经验不限
数据分析管理,上海唐豪投资咨询有限公司,互联网/电商,5-10k,90000.0,上海-岳阳,统招本科,经验不限
报表管理（数据分析）,泰康资产,基金/证券/投资,面议,-1,北京-金融街,统招本科,3-5年
数据分析主管,嫚熙控股(广州)有限公司,互联网/电商,8-12k,120000.0,广州-新市,大专及以上,3-5年
CRM数据分析经理(SQL),蓝色光标,沪深A股上市,15-25k·13薪,260000.0,上海-五里桥,本科及以上,3-5年
数据分析开发工程师,腾讯,已上市,面议,-1,深圳-科技园,统招本科,3-5年
员工关系专家（数据分析向） (MJ002093),米哈游,游戏产业,20-30k,300000.0,上海-徐汇区,统招本科,5-10年
数据分析经理,JR,互联网/电商,40-45k·15薪,637500.0,上海,统招本科,3-5年
数据分析岗,平安银行中山分行,银行,10-15k,150000.0,中山,本科及以上,3-5年
数据分析,陶术生物,制药/生物工程,6-8k·13薪,91000.0,上海,统招本科,1-3年
销售数据分析（双休）,佛山市顺德金桢富企业管理咨询有限公司,贸易/进出口,12-15k,162000.0,佛山-顺德区,大专及以上,3-5年
成本分析经理（数据分析）,韵达速递,交通/物流/运输,10-15k·13薪,162500.0,东莞-清溪镇,大专及以上,3-5年
数据分析专员,欣和,快消品,5-8k,78000.0,沈阳,本科及以上,3-5年
数据分析岗 (MJ000404),中信百信银行股份有限公司,银行,15-30k,270000.0,北京-小关,本科及以上,3-5年
数据分析经理（农村金融运营经理）,某银行,银行,26-35k,366000.0,上海,统招本科,5-10年
数据分析,上海龙湖商业地产,房地产/建筑,20-25k·13薪,292500.0,上海,统招本科,1-3年
企业风险管理-大数据分析经理,致同会计师事务所（特殊普通合伙）广州分所,会计/审计,10-20k,180000.0,广州-天河区,统招本科,1-3年
数据分析事业部技术总监,国内某互联网上市公司,计算机软件,65-80k,870000.0,杭州-滨江区,统招本科,5-10年
数据分析,某知名游戏公司,游戏产业,25-50k,450000.0,北京,本科及以上,1-3年
数据分析总监,一手,电子商务,80-100k,1080000.0,广州-荔湾区,统招本科,5-10年
数据分析,上海某科技有限公司,IT服务,25-35k,360000.0,上海-普陀区,统招本科,3-5年
数据分析DBA,某大型新能源上市集团,新能源,16-24k·14薪,280000.0,北京,统招本科,3-5年
数据分析工程师,康希诺生物股份公司,已上市,8-11k·14薪,133000.0,天津-滨海新区,统招本科,5-10年
算法与数据分析专家,奈百勒,A轮,30-60k·14薪,630000.0,深圳-南山区,统招本科,3-5年
运营主管（偏数据分析方向）,易初明通机电设备(四川)有限公司,机械/机电/重工,6-8k,84000.0,成都-龙泉驿区,本科及以上,3-5年
运营经理（偏数据分析方向）,易初明通机电设备(四川)有限公司,机械/机电/重工,6-8k,84000.0,成都-龙泉驿区,本科及以上,3-5年
品类运营/运营数据分析(J10666),林氏木业,B轮,8-12k,120000.0,佛山-南海区,本科及以上,3-5年
电商数据分析专员/经理,上海点正互联网科技有限公司,电子商务,10-20k,180000.0,上海-虹桥,大专及以上,3-5年
大数据统计分析平台业务负责人（Venus）,国内知名汽车企业,汽车/摩托车,80-100k·15薪,1350000.0,北京,本科及以上,5-10年
大数据统计分析平台业务负责人（Venus）,国内知名汽车企业,汽车/摩托车,80-100k·15薪,1350000.0,北京,本科及以上,5-10年
数据分析专家+入职购买六险一金+周末双休,某知名公司,互联网/电商,20-30k,300000.0,武汉-蔡甸区,统招本科,5-10年
0242T1-数据分析岗,平安人寿新渠道事业部,保险,12-18k·16薪,240000.0,上海-曹路,学历不限,1-3年
数据分析经理,上海长为数据技术有限公司,IT服务,20-40k,360000.0,上海-浦东新区,硕士及以上,10年以上
数据分析工程师,国内知名互联网公司,互联网+,30-60k·16薪,720000.0,深圳,本科及以上,3-5年
数据分析事业部技术副总/技术总监,税务行业已上市公司,计算机软件,50-80k·15薪,975000.0,杭州-滨江区,本科及以上,10年以上
数据分析,某知名电商公司,互联网/电商,20-40k·14薪,420000.0,上海-普陀区,统招本科,3-5年
数据分析与建模,某大型上市公司控股的工业互联网公司,冶金工业,15-25k,240000.0,南京-浦口区,本科及以上,3-5年
数据风控团队-数据分析经理,无锡某民营银行,银行,15-25k·14薪,280000.0,无锡-锡山区,统招本科,3-5年
数据分析专家,中国知名的互联网公司,互联网/电商,40-50k·14薪,630000.0,深圳,统招本科,3-5年
数据分析专家,AL,互联网/电商,40-50k·19薪,855000.0,北京,大专及以上,经验不限
数据分析负责人,晶赞科技,C轮,25-35k,360000.0,上海,本科及以上,5-10年
数据分析工程师,中国电研,已上市,10-15k,150000.0,广州,硕士及以上,1-3年
HR数据分析/人力资源数据分析,高途,美股上市,12-20k·14薪,224000.0,北京-海淀区,统招本科,1-3年
数据分析leader-xl,某知名互联网公司,互联网/电商,50-80k·18薪,1170000.0,深圳,统招本科,经验不限
数据分析总监,深圳市某某网络技术有限公司,互联网/电商,70-90k·13薪,1040000.0,深圳,统招本科,5-10年
数据分析工程师,汽车之家,汽车金融,40-55k,570000.0,深圳,统招本科,经验不限
数据分析实习生,深圳TCL工业研究院有限公司,计算机软件,4-5k,54000.0,深圳-南山区,本科及以上,经验不限
数据分析工程师,沃太能源,新能源,12-18k,180000.0,上海-黄浦区,统招本科,1-3年
游戏数据分析（广州/上海）,国内知名企业，行业姣姣者,互联网/电商,25-40k·16薪,520000.0,上海,统招本科,5-10年
数据分析高级经理(J10118),杭州玫隆食品有限公司,融资未公开,25-35k,360000.0,杭州,统招本科,5-10年
数据分析经理/主管,广州恩飞投资有限公司,互联网/电商,20-30k,300000.0,广州-越秀区,大专及以上,3-5年
品牌商业数据分析师,Bestseller绫致时装,快消品,15-20k·13薪,227500.0,北京-国贸,统招本科,3-5年
大数据分析,深圳顺丰泰森控股(集团)有限公司,交通/物流/运输,18-28k·15薪,345000.0,深圳-南山区,本科及以上,3-5年
数据分析高级工程师,东鹏陶瓷,房地产/建筑,7-13k,120000.0,佛山-禅城区,本科及以上,3-5年
数据分析专员,山东康华生物医疗科技股份有限公司,A轮,6-11k,102000.0,潍坊,本科及以上,经验不限
数据分析,中国联通广东省分公司,通信业,13-20k·13薪,214500.0,广州,统招本科,1-3年
数据分析专员,广州茶里集团有限公司,B轮,6-10k,96000.0,广州,大专及以上,1-3年
数据分析岗,大唐财富,其他,10-15k·18薪,225000.0,北京,统招本科,3-5年
数据分析岗,中国联通广东省分公司,通信业,15-25k·13薪,260000.0,广州-珠江新城,统招本科,5-10年
数据分析工程师,浔兴拉链,沪深A股上市,10-15k,150000.0,泉州,学历不限,经验不限
数据分析实习生,新意互动,互联网/电商,2-4k,36000.0,广州-珠江新城,本科及以上,经验不限
数据分析经理,喀斯玛,B2B,10-15k,150000.0,北京-五道口,本科及以上,3-5年
数据分析经理,某知名上市医疗器械集团,医疗器械,35-55k·16薪,720000.0,深圳,统招本科,10年以上
数据分析专家,某知名互联网大厂,电子商务,40-70k·16薪,880000.0,北京,本科及以上,5-10年
大数据分析工程师,某五百强集团,机械/机电/重工,30-45k·16薪,600000.0,长沙-长沙县,统招本科,经验不限
bi数据分析,唯品会,电商服务,15-25k,240000.0,广州,统招本科,1-3年
数据分析,唯品会,互联网/电商,15-25k·13薪,260000.0,广州,本科及以上,1-3年
商业数据分析师,某生鲜食品公司,新零售,25-35k·13薪,390000.0,杭州,统招本科,经验不限
采购数据分析专家,某知名互联网公司,互联网/电商,35-60k·15薪,712500.0,北京,学历不限,5-10年
电商数据分析总监,某知名品牌集团公司,互联网/电商,25-50k·14薪,525000.0,厦门,大专及以上,3-5年
数据分析岗,蓝海银行,银行,20-35k,330000.0,北京-朝阳区,统招本科,3-5年
商品数据分析专员,广东云衣网络科技有限公司,电子商务,8-15k,138000.0,广州,大专及以上,1-3年
交易咨询数据分析 Data Analytics,安永EY,专业服务,15-30k·13薪,292500.0,北京-王府井,统招本科,1-3年
数据分析支持岗,南京银行消费金融中心,银行,7-15k,132000.0,南京-秦淮区,统招本科,1-3年
可靠性数据分析工程师,三一集团,机械/机电/重工,15-25k·16薪,320000.0,苏州-昆山,统招本科,5-10年
数据分析,某跨境公司（B轮独角兽企业）,服装纺织,20-28k·15薪,360000.0,上海,统招本科,5-10年
数据分析专家,某知名互联网企业,互联网+,20-30k,300000.0,武汉-蔡甸区,统招本科,5-10年
数据分析专家,某知名互联网企业,互联网+,20-30k,300000.0,武汉,统招本科,5-10年
数据分析专家+入职六险一金+双休,某知名公司,互联网+,20-30k,300000.0,武汉-蔡甸区,统招本科,5-10年
数据分析专家,某知名公司,互联网+,20-30k,300000.0,武汉-蔡甸区,统招本科,5-10年
数据分析专家,某知名公司,互联网/电商,20-30k,300000.0,武汉,统招本科,5-10年
数据分析专家,某知名公司,餐饮/酒旅/服务,20-30k·13薪,325000.0,武汉,统招本科,5-10年
高级数据分析工程师,某知名游戏互联网公司,互联网/电商,20-40k·14薪,420000.0,北京-石景山区,统招本科,3-5年
数据分析经理（经营分析）,中电港,电子/芯片/半导体,15-25k·15薪,300000.0,深圳,统招本科,5-10年
高级数据分析,伟思医疗,已上市,12-18k·13薪,195000.0,南京,统招本科,3-5年
人力资源数据分析,新潮传媒集团,D轮,10-15k,150000.0,上海-古北,统招本科,1-3年
数据分析经理,南京大牌档美食文化有限公司,餐饮/酒旅/服务,13-18k,186000.0,南京-鼓楼区,本科及以上,3-5年
招聘数据分析专家 -  全球招聘运营 - 北京/上海,字节跳动,其他,20-40k,360000.0,北京-海淀区,本科及以上,经验不限
Data Manager 数据分析经理,伊殿宝贝(上海)化妆品有限公司,C轮,18-25k·13薪,279500.0,上海-黄浦区,统招本科,3-5年
数据分析（零售）,华润万象生活商业华东大区,房地产服务,10-15k·15薪,187500.0,杭州-四季青,本科及以上,1-3年
OJ3444-数据分析资深工程师,美的集团,家具/家电,20-40k·15薪,450000.0,佛山-顺德区,统招本科,5-10年
数据分析专员,慧择网,已上市,8-15k·14薪,161000.0,深圳,统招本科,1-3年
商业数据分析经理,联恩,互联网/电商,22-32k·14薪,378000.0,上海,本科及以上,3-5年
商业数据分析专家,成都星际港湾科技有限公司,天使轮,15-25k·13薪,260000.0,成都,统招本科,3-5年
商业数据分析专家(J210409029),滴滴,其他,25-50k,450000.0,北京-西北旺,本科及以上,1-3年
市场专员-CRM数据分析,万宁连锁,批发零售,8-9k·14薪,119000.0,广州-广卫,大专及以上,经验不限
数据分析,智己汽车科技有限公司,汽车/摩托车,20-30k·15薪,375000.0,上海-嘉定区,统招本科,经验不限
数据分析,中电金信,其他,15-30k,270000.0,长沙-伍家岭,大专及以上,3-5年
运营优化专员（数据分析方向）,延长壳牌石油,石油/化工,8-10k·15薪,135000.0,广州,统招本科,3-5年
商业数据分析专家,成都星际港湾科技有限公司,天使轮,15-25k·13薪,260000.0,成都-高新区,本科及以上,3-5年
数据分析工程师,广州智选网络科技有限公司,A轮,8-10k,108000.0,武汉,本科及以上,3-5年
AE数据分析赋能,武汉美家联合不动产有限公司,融资未公开,5-8k,78000.0,武汉-江岸区,本科及以上,经验不限
数据分析岗,华润万象生活商业华东大区,房地产服务,6-10k·15薪,120000.0,嘉兴,统招本科,经验不限
OD-数据分析岗,链家地产,房地产服务,面议,-1,北京-酒仙桥,统招本科,1-3年
商业数据分析,Buff X,A轮,15-25k·14薪,280000.0,杭州-宁围,本科及以上,3-5年
交通大数据分析师,佳都科技集团股份有限公司,沪深A股上市,15-20k·14薪,245000.0,上海-上南,硕士及以上,经验不限
数据分析工程师,广州丰石科技有限公司,天使轮,6-8k,84000.0,广州-元岗,大专及以上,1-3年
大数据分析师,中航国际矿产资源有限公司,贸易/进出口,12-20k,192000.0,杭州-江干区,本科及以上,1-3年
黑色产业链数据分析-郑州,安阳新福瑞实业有限公司,基金/证券/投资,8-15k,138000.0,郑州-郑东新区,硕士及以上,经验不限
黑色产业链数据分析-郑州,安阳新福瑞实业有限公司,基金/证券/投资,8-15k,138000.0,郑州-郑东新区,硕士及以上,经验不限
汽车质量工程师-数据分析,晨曦人力资源,外包服务,16-30k,276000.0,上海-浦东新区,学历不限,5-10年
数据分析专家 - 电商方向,国际知名零售公司,服装纺织,50-80k,780000.0,上海-静安区,本科及以上,5-10年
数据分析岗,平安金服,银行,20-35k,330000.0,上海-黄浦区,统招本科,1-3年
数据分析主管,杭州大型互联网集团,互联网/电商,25-45k·16薪,560000.0,武汉,统招本科,5-10年
数据分析岗,银行,银行,15-20k·20薪,350000.0,深圳-南山区,统招本科,1-3年
193689-BI数据分析专家,某互联网科技公司,互联网/电商,35-55k·16薪,720000.0,深圳-南山区,硕士及以上,5-10年
数据分析高级专家,某美股上市互联网企业,互联网/电商,40-70k·14薪,770000.0,南京,统招本科,经验不限
数据产品经理（数据分析）,某自动驾驶公司,自动驾驶,40-70k·15薪,825000.0,北京,本科及以上,3-5年
数据分析经理,某电子科技公司,互联网/电商,20-35k,330000.0,深圳,统招本科,5-10年
数据分析\商业分析,某大型互联网创新型品牌,互联网+,30-60k·15薪,675000.0,北京,统招本科,3-5年
电商数据分析科学家,某出行公司,互联网+,30-55k·15薪,637500.0,北京,学历不限,3-5年
数据分析岗,建业新生活,港股上市,9-15k,144000.0,郑州-郑东新区,本科及以上,3-5年
大数据分析工程师,中福彩科技发展(北京)有限公司,专业服务,20-30k,300000.0,北京-朝阳区,本科及以上,5-10年
人力数据分析专家,奇安信集团,已上市,20-40k·14薪,420000.0,北京,统招本科,5-10年
商品专员/数据分析,深圳市优美时尚形象管理有限公司,批发零售,6-10k·13薪,104000.0,深圳-布吉,大专及以上,3-5年
数据分析岗,同策咨询,房地产服务,8-15k,138000.0,上海,本科及以上,1-3年
数据统计经理,知名生物公司,制药/生物工程,25-40k·13薪,422500.0,北京-海淀区,统招本科,10年以上
临床数据分析,南微医学,科创板上市,10-22k,192000.0,南京-浦口区,统招本科,3-5年
数据分析与挖掘岗,华泰证券,已上市,20-50k,420000.0,南京-玄武门,硕士及以上,3-5年
数据分析与挖掘岗,华泰证券,已上市,20-50k,420000.0,上海,硕士及以上,3-5年
销售助理（数据分析方向）,环球雅思,战略投资,5-9k,84000.0,上海-徐汇区,本科及以上,1-3年
数据分析岗,通联金融,计算机软件,8-15k·13薪,149500.0,上海-浦东新区,统招本科,1-3年
数据分析岗,TCL金融,银行,10-20k·13薪,195000.0,广州-越秀区,统招本科,经验不限
数据分析专家/经理,上海某信息科技有限公司,互联网/电商,35-60k·16薪,760000.0,上海-杨浦区,统招本科,经验不限
商业流程数据分析专员(J22281),携程集团,已上市,12-17k·14薪,203000.0,上海-长宁区,本科及以上,1-3年
数据分析经理3134,健合(中国)有限公司,快消品,15-20k·13薪,227500.0,广州-天河区,本科及以上,5-10年
数据分析,前海联动云汽车,O2O服务,8-15k·14薪,161000.0,深圳,本科及以上,3-5年
数据分析经理,普华永道中天会计师事务所(特殊普通合伙),专业服务,30-40k,420000.0,上海,统招本科,5-10年
数据分析,某大型金融互联网公司,互联网金融,20-40k·18薪,540000.0,深圳-南山区,统招本科,5-10年
Map Data Analyst地图数据分析工程师,戴姆勒／梅赛德斯－奔驰,汽车/摩托车,面议,-1,北京,本科及以上,3-5年
环保工程师（数据分析方向）,旭诚科技,IT服务,8-11k,114000.0,北京,学历不限,经验不限
数据分析,国内知名互联网公司,大数据,25-50k·15薪,562500.0,上海-徐汇区,本科及以上,经验不限
数据统计经理,新药研发厂家,药物研发,30-50k·15薪,600000.0,北京,硕士及以上,经验不限
数据分析工程师（数据仓库+数据开发+数据分析）,著名互联网公司,互联网/电商,12-17k,174000.0,杭州,统招本科,5-10年
数据分析,美团点评,互联网/电商,40-55k·15薪,712500.0,上海-长宁区,统招本科,5-10年
临床数据分析副总裁/总监,华氏医药控股集团,B轮,50-80k,780000.0,北京-朝阳区,硕士及以上,10年以上
数据分析/高级数据分析,怡安翰威特,专业服务,8-15k,138000.0,上海,本科及以上,1-3年
数据分析经理,非凡中国,港股上市,25-40k·13薪,422500.0,上海-五里桥,统招本科,3-5年
高级数据分析经理,某国内知名集团,互联网/电商,28-45k·14薪,511000.0,北京,本科及以上,经验不限
大数据分析师,某股份制银行,银行,20-40k·18薪,540000.0,深圳-南山区,统招本科,经验不限
数据分析,国内知名上市公司,互联网/电商,25-50k·13薪,487500.0,北京,统招本科,经验不限
【跨境】数据分析工程师,大型跨境贸易团队,金融科技,18-24k·16薪,336000.0,深圳,统招本科,经验不限
商业数据分析专家,某头部互联网公司,互联网/电商,30-60k·15薪,675000.0,北京,统招本科,经验不限
销售数据分析专家,全球知名云厂商,云服务,50-70k·16薪,960000.0,北京,学历不限,5-10年
数据分析专家,外资半导体设备厂商,电子/芯片/半导体,25-40k·16薪,520000.0,上海,统招本科,经验不限
数据分析工程师,汽车主机厂,汽车/摩托车,25-30k,330000.0,北京,统招本科,5-10年
数据分析专家,外资设备厂商,电子/芯片/半导体,20-40k·13薪,390000.0,上海-浦东新区,统招本科,5-10年
数据分析,中蓝电子,电子/芯片/半导体,3-5k,48000.0,盘锦,大专及以上,1-3年
数据分析,上海卡趣广告有限公司,融资未公开,10-15k·13薪,162500.0,上海-和田,大专及以上,1-3年
数据分析主管,石家庄尚双岩科技有限公司,计算机软件,7-10k·13薪,110500.0,石家庄,统招本科,3-5年
跨境电商数据分析专员,丹梨电商,IT服务,5-6k,66000.0,广州,大专及以上,经验不限
数据分析岗,泰康人寿保险有限责任公司,保险,面议,-1,北京,统招本科,经验不限
精算数据分析岗,现代财险,保险,8-13k,126000.0,北京,统招本科,1-3年
XMC -- 数据分析工程师(J10622),武汉新芯集成电路制造有限公司,电子/芯片/半导体,8-15k,138000.0,武汉-流芳,本科及以上,3-5年
数据分析leader,某大型互联网公司,人工智能,60-90k,900000.0,上海,硕士及以上,5-10年
数据分析经理,三把刀(重庆)营销策划有限公司,广告/市场/会展,12-15k,162000.0,成都-武侯区,大专及以上,3-5年
买菜事业部-损耗数据分析,美团,港股上市,14-28k·15薪,315000.0,北京-望京,本科及以上,3-5年
数据分析专家,轩天,房地产服务,15-25k,240000.0,上海-长征,硕士及以上,3-5年
IT实习生—BI数据分析 (MJ000334),呷哺呷哺,餐饮/酒旅/服务,2-4k,36000.0,北京-大兴区,大专及以上,经验不限
数据分析工程师,睿力,汽车/摩托车,面议,-1,南京-江宁区,本科及以上,3-5年
数据分析岗,泰康在线财产保险股份有限公司,互联网/电商,9-18k,162000.0,北京-昌平区,本科及以上,3-5年
数据分析（网络营销）,广发信用卡中心,银行,15-25k·13薪,260000.0,广州,统招本科,3-5年
数据分析（体验技术）,广发信用卡中心,银行,12-20k,192000.0,广州,统招本科,3-5年
销售运营数据分析,海普瑞药业,已上市,10-15k,150000.0,深圳-南山区,本科及以上,1-3年
数据分析经理(J10590),特朗思,互联网/电商,18-20k·13薪,247000.0,上海,本科及以上,1-3年
数据分析,泰康在线财产保险股份有限公司,互联网/电商,15-30k·14薪,315000.0,北京-昌平区,统招本科,3-5年
数据分析岗（集团本部）,联发集团有限公司,房地产/建筑,15-25k,240000.0,厦门-湖里区,本科及以上,3-5年
客服数据分析专员,菜划算,B轮,6-8k·15薪,105000.0,杭州-滨江区,本科及以上,1-3年
数据分析文员,益海嘉里,已上市,5-10k,90000.0,长春-高新区,统招本科,3-5年
数据分析（BA）,上汽通用金融,基金/证券/投资,15-20k·16薪,280000.0,上海,本科及以上,3-5年
数据分析运营专家,上海宏信建设发展有限公司,融资未公开,25-35k·15薪,450000.0,上海-嘉定区,本科及以上,5-10年
数据分析主管（上海）,威尔森,专业服务,15-25k·13薪,260000.0,上海-洋泾,统招本科,3-5年
数据分析工程师,睿珀智能,A轮,10-30k,240000.0,杭州-西湖区,统招本科,经验不限
数据分析工程师,浙江泰嘉光电科技有限公司,电子/芯片/半导体,12-36k,288000.0,湖州-南浔区,本科及以上,3-5年
供应链数据分析专员,柏德皮革(中国)有限公司,服装纺织,5-8k,78000.0,德州,本科及以上,1-3年
数据分析,青英企业管理(上海)有限公司,,8-12k·15薪,150000.0,上海,本科及以上,1-3年
数据分析工程师,浙江泰嘉光电科技有限公司,电子/芯片/半导体,13-25k,228000.0,湖州-南浔区,本科及以上,3-5年
采购员（数据分析方向）,昆药集团,沪深A股上市,面议,-1,昆明-五华区,本科及以上,3-5年
交通数据分析工程师,佳都科技集团股份有限公司,沪深A股上市,10-15k·14薪,175000.0,上海-浦东新区,本科及以上,1-3年
